,Austin,Paris,Los Angeles,Lihue,City of New York,San Francisco,Olathe,Coral Springs,Curitiba,Vancouver,Boston,Denver,Memphis,San Marcos,Mesquite,Anaheim,Town of Vestal,Santa Clara,Santa Cruz,Leawood,San Mateo,Plano,Indianapolis,Incline Village-Crystal Bay,Clackamas County,Washington,Cedar Park,Asheville,Palo Alto,Mexico city,Atlanta,Chicago,Falcon Heights,Daly City,Boulder,Portland,West Vancouver,Chapel Hill,Oklahoma City,Kent,Las Vegas Valley,Leavenworth,Kansas City,Bad Hindelang,Pelham,Orange County,London,Prairie Village,Long Beach,Ashland,Redwood City,City of Cape Town,Newport Beach,Leeds and the Thousand Islands,Campbell,Dallas,Unknown,Marfa,Southlake,San Mateo County,Fort Worth,Bath,Strasbourg,Santa Clara County,Overland Park,Silverdale,Berkeley,Oakland Park,Burnet County,East Palo Alto,Miami Gardens,North Little Rock,Grapevine,Durham,Manor,Seattle,Colorado Springs,Tampa,Saint Louis County,Saint Charles,Trelleborg,Van Horn,Sunnyvale,Galveston,NÃ¼rnberg,Draper,Essaouira,Brighton,Mission Viejo,San Clemente,Mauregard,Stockholm,Jersey Village,Anchorage,Albuquerque,Layton,Louisville,Schwechat,Banning,Rotterdam,Medebach,Barcelona,Kalamazoo County,MÃ¼nchen,Moore,Skokie,Houston,Wichita,Des Moines,Spokane,Ridgewood,Riverside County,Saint Paul,Burnaby,Mission,Cleveland,San Jose,Lawrence,Providence,Mountlake Terrace,Burbank,Milwaukee,Waitemata,Travis County,Saskatoon,City of Saratoga Springs,Gaithersburg,New Braunfels,Henderson,Phoenix
Washington,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,0.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Cedar Park,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,0.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Asheville,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,0.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Palo Alto,0.06190476190476191,0.09523809523809523,0.07142857142857142,0.2857142857142857,0.0779220779220779,0.051948051948051945,0.015873015873015872,0.015873015873015872,0.007083825265643447,0.2857142857142857,0.07142857142857142,0.09523809523809523,0.0020634920634920637,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.0010317460317460319,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0010317460317460319,0.0010317460317460319,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.09523809523809523,0.19047619047619047,0.0010317460317460319,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.14285714285714285,0.007936507936507936,0.08163265306122448,0.017857142857142856,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.0010317460317460319,0.2857142857142857,0.047619047619047616,0.2857142857142857,0.0010317460317460319,0.2857142857142857,0.0030952380952380953,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.004126984126984127,0.2857142857142857,0.0010317460317460319,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0010317460317460319,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0010317460317460319,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.017857142857142856,0.017857142857142856,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0010317460317460319,0.017857142857142856,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.011661807580174925,0.2857142857142857,0.07142857142857142,0.047619047619047616,0.0010317460317460319,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0020634920634920637,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.007936507936507936
Mexico city,0.016666666666666666,0.0012962962962962963,0.0009027777777777778,0.0036111111111111114,0.000984848484848485,0.0007828282828282828,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0012037037037037038,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0005555555555555556,0.0018055555555555557,0.0018055555555555557,0.0018055555555555557,0.0012037037037037038,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0010317460317460319,0.0,0.0002777777777777778,0.0009027777777777778,0.0009027777777777778,0.0036111111111111114,0.0012037037037037038,0.0024074074074074076,0.0002777777777777778,0.0036111111111111114,0.0012037037037037038,0.0036111111111111114,0.0009027777777777778,0.0002777777777777778,0.0010317460317460319,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0004513888888888889,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0018055555555555557,0.0036111111111111114,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0004513888888888889,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0008333333333333334,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0004012345679012346,0.0036111111111111114,0.0036111111111111114,0.0012037037037037038,0.0016049382716049384,0.0018055555555555557,0.0011111111111111111,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0018055555555555557,0.0036111111111111114,0.0002777777777777778,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0016049382716049384,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0006018518518518519,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778
Atlanta,0.016666666666666666,0.0012962962962962963,0.0009027777777777778,0.0036111111111111114,0.000984848484848485,0.0007828282828282828,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0012037037037037038,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0005555555555555556,0.0018055555555555557,0.0018055555555555557,0.0018055555555555557,0.0012037037037037038,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0010317460317460319,0.0002777777777777778,0.0,0.0009027777777777778,0.0009027777777777778,0.0036111111111111114,0.0012037037037037038,0.0024074074074074076,0.0002777777777777778,0.0036111111111111114,0.0012037037037037038,0.0036111111111111114,0.0009027777777777778,0.0002777777777777778,0.0010317460317460319,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0004513888888888889,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0018055555555555557,0.0036111111111111114,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0004513888888888889,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0008333333333333334,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0004012345679012346,0.0036111111111111114,0.0036111111111111114,0.0012037037037037038,0.0016049382716049384,0.0018055555555555557,0.0011111111111111111,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0018055555555555557,0.0036111111111111114,0.0002777777777777778,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0016049382716049384,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0006018518518518519,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778
Chicago,0.05416666666666667,0.08333333333333333,0.0625,0.25,0.06818181818181818,0.045454545454545456,0.013888888888888888,0.013888888888888888,0.006198347107438016,0.25,0.0625,0.08333333333333333,0.0018055555555555557,0.25,0.25,0.25,0.0625,0.125,0.02040816326530612,0.125,0.125,0.125,0.08333333333333333,0.0009027777777777778,0.25,0.25,0.25,0.25,0.07142857142857142,0.0009027777777777778,0.0009027777777777778,0.0,0.0625,0.25,0.08333333333333333,0.16666666666666666,0.0009027777777777778,0.25,0.08333333333333333,0.25,0.0625,0.005208333333333333,0.07142857142857142,0.015625,0.25,0.25,0.125,0.03125,0.25,0.0625,0.125,0.25,0.0625,0.25,0.25,0.125,0.125,0.25,0.125,0.0625,0.25,0.25,0.0009027777777777778,0.25,0.03125,0.25,0.0009027777777777778,0.25,0.0027083333333333334,0.125,0.0625,0.25,0.027777777777777776,0.25,0.25,0.08333333333333333,0.1111111111111111,0.125,0.0036111111111111114,0.25,0.0009027777777777778,0.25,0.125,0.25,0.0009027777777777778,0.0625,0.25,0.25,0.25,0.25,0.25,0.0009027777777777778,0.25,0.0625,0.1111111111111111,0.25,0.0625,0.25,0.25,0.25,0.015625,0.015625,0.25,0.25,0.25,0.25,0.0009027777777777778,0.015625,0.25,0.25,0.25,0.25,0.25,0.25,0.01020408163265306,0.25,0.0625,0.041666666666666664,0.0009027777777777778,0.25,0.25,0.25,0.0625,0.0018055555555555557,0.25,0.25,0.25,0.25,0.25,0.005208333333333333
Falcon Heights,0.05416666666666667,0.08333333333333333,0.0625,0.25,0.06818181818181818,0.06060606060606061,0.1111111111111111,0.1111111111111111,0.006198347107438016,0.25,0.0625,0.08333333333333333,0.0018055555555555557,0.25,0.25,0.25,0.0625,0.5,0.04081632653061224,0.15306122448979592,0.125,0.125,0.08333333333333333,0.0009027777777777778,0.25,0.25,0.25,0.25,0.14285714285714285,0.0009027777777777778,0.0009027777777777778,0.0625,0.0,0.25,0.08333333333333333,0.16666666666666666,0.0009027777777777778,0.25,0.08333333333333333,0.25,0.0625,0.05555555555555555,0.42857142857142855,0.015625,0.25,0.25,0.125,0.5,0.25,1.0,0.125,0.25,0.0625,0.25,0.25,0.125,0.125,0.25,0.125,0.0625,0.25,0.25,0.0009027777777777778,0.25,0.3333333333333333,0.25,0.0009027777777777778,0.25,0.0027083333333333334,0.125,0.0625,0.25,0.027777777777777776,0.25,0.25,0.3333333333333333,0.1111111111111111,0.5,0.0036111111111111114,0.25,0.0009027777777777778,0.25,0.125,0.25,0.0009027777777777778,0.25,0.25,0.25,0.25,0.25,0.25,0.0009027777777777778,0.25,0.25,0.1111111111111111,0.25,0.25,0.25,0.25,0.25,0.06122448979591836,0.015625,0.25,0.25,0.25,0.25,0.0009027777777777778,0.06122448979591836,0.25,0.25,0.25,0.25,0.25,0.25,0.06122448979591836,0.25,0.0625,0.3333333333333333,0.0009027777777777778,0.25,0.25,0.25,1.0,0.0018365472910927458,0.25,0.25,0.25,0.25,0.25,0.05555555555555555
Daly City,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,0.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Boulder,0.07222222222222222,0.2222222222222222,0.08333333333333333,0.3333333333333333,0.09090909090909091,0.06060606060606061,0.037037037037037035,0.037037037037037035,0.008264462809917356,0.3333333333333333,0.08333333333333333,0.2222222222222222,0.0024074074074074076,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.027210884353741492,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.0012037037037037038,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.0012037037037037038,0.0012037037037037038,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.0,0.4444444444444444,0.0012037037037037038,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.08333333333333333,0.006944444444444444,0.09523809523809523,0.020833333333333332,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.0012037037037037038,0.3333333333333333,0.041666666666666664,0.3333333333333333,0.0012037037037037038,0.3333333333333333,0.003611111111111111,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.16666666666666666,0.004814814814814815,0.3333333333333333,0.0012037037037037038,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0012037037037037038,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012037037037037038,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.020833333333333332,0.020833333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012037037037037038,0.020833333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.013605442176870746,0.3333333333333333,0.08333333333333333,0.05555555555555555,0.0012037037037037038,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.0024074074074074076,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.006944444444444444
Portland,0.14444444444444443,0.2222222222222222,0.16666666666666666,0.6666666666666666,0.1818181818181818,0.12121212121212122,0.037037037037037035,0.037037037037037035,0.016528925619834708,0.6666666666666666,0.16666666666666666,0.2222222222222222,0.004814814814814815,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.054421768707482984,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.0024074074074074076,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.19047619047619047,0.0024074074074074076,0.0024074074074074076,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.4444444444444444,0.0,0.0024074074074074076,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.16666666666666666,0.013888888888888888,0.19047619047619047,0.041666666666666664,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.0024074074074074076,0.6666666666666666,0.08333333333333333,0.6666666666666666,0.0024074074074074076,0.6666666666666666,0.007222222222222222,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.14814814814814814,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.00962962962962963,0.6666666666666666,0.0024074074074074076,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0024074074074074076,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0024074074074074076,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.041666666666666664,0.041666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0024074074074074076,0.041666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.027210884353741492,0.6666666666666666,0.16666666666666666,0.1111111111111111,0.0024074074074074076,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.004814814814814815,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.013888888888888888
West Vancouver,0.016666666666666666,0.0012962962962962963,0.0009027777777777778,0.0036111111111111114,0.000984848484848485,0.0007828282828282828,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0012037037037037038,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0005555555555555556,0.0018055555555555557,0.0018055555555555557,0.0018055555555555557,0.0012037037037037038,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0010317460317460319,0.0002777777777777778,0.0002777777777777778,0.0009027777777777778,0.0009027777777777778,0.0036111111111111114,0.0012037037037037038,0.0024074074074074076,0.0,0.0036111111111111114,0.0012037037037037038,0.0036111111111111114,0.0009027777777777778,0.0002777777777777778,0.0010317460317460319,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0004513888888888889,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0018055555555555557,0.0036111111111111114,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0004513888888888889,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0008333333333333334,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0004012345679012346,0.0036111111111111114,0.0036111111111111114,0.0012037037037037038,0.0016049382716049384,0.0018055555555555557,0.0011111111111111111,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0018055555555555557,0.0036111111111111114,0.0002777777777777778,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0016049382716049384,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0006018518518518519,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778
Chapel Hill,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,0.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
