,Allentown(Pennsylvania),Rochester(New Hampshire),Rockville(Maryland),Trenton(New Jersey),Woodbridge(New Jersey),Bangor(Maine),Westbrook(Maine),Springfield(Massachusetts),Warwick(Rhode Island),Buffalo(New York),New Rochelle(New York),Columbia(Maryland),Auburn(Maine),Atlantic City(New Jersey),New Haven(Connecticut),Rutland(Vermont),New Bedford(Massachusetts),Newport(Rhode Island),Mount Vernon(New York),Cambridge(Massachusetts),Bridgeport(Connecticut),Salisbury(Maryland),Wilmington-D(Delaware),Yonkers(New York),Reading(Pennsylvania),Harrisburg(Pennsylvania),Pittsfield(Massachusetts),Lewiston(Maine),Concord(New Hampshire),Seaford(Delaware),Portland(Maine),Cumberland(Maryland),Pittsburgh(Pennsylvania),Boston(Massachusetts),Keene(New Hampshire),Washington(DC),Quincy(Massachusetts),Philadelphia(Pennsylvania),Chelsea(Massachusetts),Biddeford(Maine),Fall River(Massachusetts),Annapolis(Maryland),Providence(Rhode Island),Scranton(Pennsylvania),Stamford(Connecticut),Hagerstown(Maryland),Johnstown(Pennsylvania),Dover(Delaware),Lebanon(New Hampshire),Utica(New York),Manchester(New Hampshire),Jersey City(New Jersey),Montpelier(Vermont),Binghamton(New York),Sanford(Maine),Gaithersburg(Maryland),Middletown(New Jersey),Albany(New York),Nashua(New Hampshire),York(Pennsylvania),Tonawanda(New York),Burlington(Vermont),Lancaster(Pennsylvania),Brockton(Massachusetts),Paterson(New Jersey),Troy(New York),Winooski(Vermont),Portsmouth(New Hampshire),Worcester(Massachusetts),Laconia(New Hampshire),Hartford(Connecticut),Baltimore(Maryland),Silver Spring(Maryland),New York City(New York),Syracuse(New York),Erie(Pennsylvania),Augusta(Maine),Hamilton(New Jersey),Virginia Beach(Virginia),Newark(New Jersey)
New Rochelle(New York),0.7539745862884161,0.5775769472943442,0.5175455704430769,0.7795381310418904,0.0,0.0,0.0,0.0,0.4777651254179255,0.0,0.0,0.0,0.4721619888363398,0.0,0.0,0.0,0.0,0.40688556726292574,0.6931714857246772,0.6867419137466307,0.42291160930408084,0.492966903073286,0.65734375,0.0,0.0,0.5652399324813118,0.5340406524955255,0.0,0.0,0.6123912840993277,0.0,0.0,0.723761514175048,0.0,0.9423076923076923,0.7809848484848485,0.4242846126304773,0.0,0.6505910165484634,0.9559677419354838,0.5129761871221367,0.6250568285142754,0.0,0.6880033705269458,0.4933741258741259,0.467007992007992,0.0,0.7491423670668954,0.0,0.0,0.6656892162211311,0.5798910339069914,0.6306436482478969,0.37678673527730133,0.2850324675324676,0.8211538461538461,0.523611678797322,0.0,0.6034247503675569,0.0,0.0,0.43890977443609025,0.46961462450592883,0.7291156184108719,0.6539453793518772,0.6745235299590632,0.0,0.0,0.0,0.6500857632933105,0.8032572955784891,0.31074749480906383,0.0,0.32370521793989904,0.6695552935132862,0.7478721504416425,0.7274886877828055,0.66667945209139,0.7337996146472839,0.8917293233082706
Columbia(Maryland),0.0,0.0,0.0,0.0,0.6094905462184874,0.0,0.0,0.8178571428571428,0.0,0.6672023809523809,0.0,0.0,0.8783333333333334,0.0,0.0,0.0,0.706388888888889,0.4147243107769424,0.7586391625615764,0.84001443001443,0.0,0.0,0.0,0.76742993848257,0.0,0.5173488580385133,0.717684331797235,0.0,0.0,0.4431923558897243,0.5062209302325581,0.0,0.6831674856674856,0.0,0.0,0.8864285714285713,0.0,0.0,0.8699002574002574,0.0,0.553037518037518,0.0,0.0,0.5653157283452533,0.0,0.4296320346320346,0.0,0.7374725274725275,0.0,0.0,0.0,0.0,0.0,0.0,0.6806746031746032,0.0,0.0,0.0,0.7260281385281385,0.0,0.0,0.5200453055716213,0.5151231527093596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2543253968253968,0.48636904761904765,0.5935611086539879,0.0,0.7718590389372123,0.8742857142857143
Auburn(Maine),0.0,0.0,0.74375,0.0,0.8192455918065674,0.7115079365079365,0.0,0.7766847481786506,0.0,0.0,0.4721619888363398,0.8783333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.7602429891853777,0.0,0.6861966433196776,1.0,0.0,0.47524414344933963,0.6738095238095239,0.0,0.0,0.0,0.0,0.0,0.3052331349206349,0.0,0.8317627494456763,0.0,0.0,0.0,0.0,0.6952143385070214,0.5098046989815282,0.0,0.6871933621933621,0.0,0.9714285714285714,0.6496802754873056,0.4392553584626755,0.0,0.0,0.0,0.47283549783549783,0.0,0.7223544227996199,0.0,0.0,0.0,0.0,0.0,0.7042392566782811,0.0,0.7288889530767779,0.0,0.0,0.0,0.7260290556900726,0.0,0.0,0.5607886904761905,0.0,0.0,0.0,0.4310064935064935,0.0,0.5102756892230577,0.0,0.0,0.0,0.7845238095238095,0.0,0.0,0.0,0.0
Atlantic City(New Jersey),0.0,0.0,0.0,0.0,0.7120736808236808,0.939484126984127,0.0,0.6376447876447877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7093581081081082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619932432432432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5713167435728411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7191405114792212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8639264264264265,0.0,0.0,0.7660940337570772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8673986486486487,0.0,0.6055511393746689,0.0
New Haven(Connecticut),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rutland(Vermont),0.0,0.0,0.0,0.7413528164302159,0.0,0.8561507936507937,0.0,0.0,0.6233913278750236,0.6770833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23890977443609024,0.0,0.0,0.0,0.0,0.3104921394395078,0.0,0.0,0.0,0.7301848370927317,0.0,0.0,0.0,0.0,0.6465538847117794,0.4380482456140351,0.506077694235589,0.0,0.7526110950453055,0.0,0.0,0.0,0.0,0.0,0.0,0.7702050813907078,0.0,0.0,0.0,0.0,0.0,0.5614205969469128,0.2787280701754386,0.6305935494765282,0.0,0.0,0.618577694235589,0.0,0.0,0.0,0.5041666666666667,0.0,0.33359213250517594,0.5505952380952381,0.672172619047619,0.0,0.0,0.0,0.0,0.0,0.673836032388664,0.0,0.0,0.9495614035087719,0.499812030075188,0.0,0.43696754880965405,0.0,0.0,0.0,0.5422287335987026,0.0
New Bedford(Massachusetts),0.0,0.8711779448621553,0.7859234234234234,0.6828034362620261,0.8193877551020409,0.7185966810966811,0.0,0.0,0.5906503768485568,0.5754271235521236,0.0,0.706388888888889,0.0,0.7093581081081082,0.0,0.0,0.0,0.7217817896389325,0.0,0.0,0.473568002376128,0.0,0.6265625,0.6035027371869477,0.0,0.7303338992642898,0.674945139346061,0.0,0.0,0.6319950213371266,0.6529708427655159,0.0,0.4800600600600601,0.6613133889919605,0.504765634323905,0.3921921921921922,0.0,0.0,0.0,0.0,0.6836734693877551,0.5976221830423868,0.6985463996919522,0.0,0.6187521222410866,0.3976124328416349,0.43592436974789917,0.6564143872839525,0.0,0.0,0.5174319727891157,0.0,0.0,0.5546285067507478,1.0,0.0,0.6027777777777777,0.0,0.0,0.0,0.0,0.5852791707645577,0.4302065647990945,0.0,0.7265325670498084,0.5097297297297297,0.0,0.0,0.0,0.8095238095238095,0.5601432972861544,0.8426470588235294,0.0,0.4381748759827577,0.761466045766273,0.6294746599366166,0.6870748299319728,0.0,0.0,0.7724706904038211
Newport(Rhode Island),0.4894345238095238,0.7459752004249975,0.0,0.6018701070171659,0.6032457719930078,0.7753246753246753,0.6381087919038584,0.0,0.6078472987687583,0.0,0.40688556726292574,0.4147243107769424,0.0,0.0,0.0,0.0,0.7217817896389325,0.0,0.0,0.5846268315018315,0.6752747252747253,0.7916666666666666,0.0,0.8386330905282201,0.0,0.6953980099502488,0.6688762850053174,0.695093037214886,0.0,0.6579725829725829,0.5600406053894427,0.0,0.5081427670358019,0.7499183006535948,0.0,0.7799679487179487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6300305102785659,0.5858922663358148,0.7042207792207792,0.5824499030381383,0.5991931555230787,0.529229797979798,0.0,0.5095238095238095,0.875,0.0,0.7283312447786132,0.0,0.0,0.6025860936252022,0.0,0.0,0.0,0.6667605105105104,0.5066849816849817,0.0,0.0,0.46646924125715217,0.5701345755693582,0.0,0.0,0.5538407670760612,0.5479301948051948,0.0,0.0,0.6666666666666666,0.0,0.8135265700483091,0.6781586021505377,0.4619047619047619,0.7832837813487968,0.5997252747252747,0.6211161769672408
Mount Vernon(New York),0.0,0.0,0.0,0.8571428571428572,0.5391950113378685,0.0,0.6533963585434174,0.40426587301587297,0.6890000771672986,0.0,0.6931714857246772,0.7586391625615764,0.7602429891853777,0.0,0.0,0.23890977443609024,0.0,0.0,0.0,0.9543859649122807,0.0,0.0,0.8028645833333333,0.604563492063492,0.5960714285714286,0.9286833855799373,0.5592165898617512,0.7397789115646258,0.0,0.9675324675324675,0.4313354037267081,0.0,0.46726190476190477,0.0,0.0,0.8055555555555556,0.0,0.4659214092140922,0.5694444444444444,0.0,0.0,0.843482905982906,1.0,0.5667948717948719,0.0,0.0,0.8389285714285715,0.9623563218390805,0.6609693877551021,0.6893286311389759,0.7657047071702244,0.0,0.0,0.3787914862914863,0.0,0.0,0.6638124891887216,0.0,0.964375,0.0,0.0,0.568009768009768,0.697544390637611,0.0,0.0,0.7267471042471043,0.0,0.0,0.6707142857142857,1.0,0.6454900332225914,0.0,0.0,0.6455032097704512,0.0,0.6076948051948052,0.6427165746131263,0.6010714285714286,0.0,0.39931318681318684
Cambridge(Massachusetts),0.966282894736842,0.4914570910033705,0.0,0.642087542087542,0.743421052631579,0.5877454051796157,0.6901154401154401,0.0,0.44716614906832297,0.4567099567099567,0.6867419137466307,0.84001443001443,0.0,0.0,0.0,0.0,0.0,0.5846268315018315,0.9543859649122807,0.0,0.6078869047619047,0.0,0.0,0.0,0.6180082646266054,0.7163710977090061,0.37789837496968226,0.652234682122543,0.0,0.7633928571428572,0.5,0.0,0.5782755649900613,0.64390756302521,0.40625,0.6742559523809524,0.0,0.0,0.16151785714285716,0.0,0.9765512265512266,0.24991883116883118,0.8311011904761905,0.6331084120557804,0.5552294197031039,0.0,0.519620931506574,0.5827057453416149,0.4824134199134199,0.0,0.6872527062336693,0.631578947368421,0.33523058235675735,0.0,0.5115440115440115,0.96875,0.5710966703057131,0.0,0.46699134199134196,0.6297998366013072,0.6839660384068279,0.6160584886128364,0.6177444405505288,0.0,0.6406368353279805,0.6235013254714341,0.0,0.0,0.0,0.6783234126984128,0.6750904249259513,0.6257518796992481,0.5266369047619048,0.0,0.0,0.7976095541885014,0.8642857142857143,0.6887487816764133,0.0,0.7615401663938899
Bridgeport(Connecticut),0.5495413197656491,0.41652261151412256,0.42434863925030336,0.0,0.7344341644153674,0.0,0.0,0.725,0.781524926686217,0.713325652841782,0.42291160930408084,0.0,0.6861966433196776,0.0,0.0,0.0,0.473568002376128,0.6752747252747253,0.0,0.6078869047619047,0.0,0.6590929455848811,0.5366466641889637,0.0,0.41985925730144047,0.0,0.7332046332046331,0.6347730952846254,0.0,0.8326762523191095,0.0,0.7818963831867057,0.0,0.4698529411764706,0.49858534322820036,0.0,0.0,0.7321183462298445,0.0,0.5553571428571429,0.380744284517326,0.4918251126507371,0.559017595307918,0.0,0.0,0.0,0.6027524646222124,1.0,0.0,0.0,0.0,0.6911848072562359,0.5376775916002622,0.5513040812020802,0.0,0.6032223250077089,0.5052270315699215,0.0,0.54546875,0.6627251077736058,0.7415395347359386,0.42619245833531544,0.6397969266758087,0.0,0.0,0.5146743216169244,0.0,0.0,0.0,0.665161271620085,0.8393008389126402,0.0,0.45097440641381437,0.6524894721128841,0.6480494470852115,0.5814105105501961,0.6325811116908087,0.0,0.9202554482203439,0.6263259327782917
Salisbury(Maryland),0.0,0.0,0.0,0.5828993055555556,0.0,0.0,0.0,1.0,0.587790731908379,0.0,0.492966903073286,0.0,1.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.6590929455848811,0.0,0.0,0.0,0.0,0.0,0.46349516937752233,0.4053854875283447,0.0,0.0,0.0,0.0,0.5732963875205255,0.41529277558689326,0.6388888888888888,0.0,0.6133096897802781,0.9311714708056171,0.0,0.0,0.0,0.0,0.8407407407407408,0.7716168091168092,0.0,0.788961038961039,1.0,0.7702719983410521,0.7110196351267779,0.0,0.609338061465721,0.0,0.0,0.9183673469387755,0.0,0.0,0.6158373642729087,0.0,0.7926136363636364,0.0,0.0,0.7252357948010122,0.8766464463475334,0.0,0.6259610878842421,0.8014705882352942,0.0,0.0,0.0,0.0,0.8375,0.0,0.0,0.6793650793650794,0.8390625,0.47349508599508605,0.7551406926406926,0.48989533011272146,0.5863562091503268,0.44091812400635927
Wilmington-D(Delaware),0.0,0.7093596059113301,0.61171875,0.0,0.0,0.0,0.0,0.0,0.40351138565891476,0.0,0.65734375,0.0,0.0,0.0,0.0,0.0,0.6265625,0.0,0.8028645833333333,0.0,0.5366466641889637,0.0,0.0,0.0,0.0,0.0,0.46024725274725276,0.0,0.0,0.0,0.5381800090345653,0.0,0.0,0.7775,0.0,0.6042857142857143,0.0,0.0,0.0,0.7309324596774194,0.0,0.0,0.2153757496251874,0.5611991455235941,0.0,0.8810714285714286,0.0,0.0,0.5932374768089054,0.0,0.40148065476190475,0.0,0.0,0.4505721334586466,0.855,0.0,0.38575396825396824,0.0,0.7107812499999999,0.0,0.0,0.6605357142857143,0.6173825141660507,0.0,0.5781043956043956,0.5640034829721361,0.0,0.0,0.7076785714285714,0.6704214015151515,0.52640625,0.7311764705882353,0.0,0.0,0.38886160714285717,0.5241599462365591,0.6695535714285714,0.0,0.7113095238095237,0.0
Yonkers(New York),0.0,0.0,0.611310223266745,0.0,0.0,0.0,0.661556905370844,0.6880978260869566,0.3939723320158103,0.0,0.0,0.76742993848257,0.47524414344933963,0.0,0.0,0.3104921394395078,0.6035027371869477,0.8386330905282201,0.604563492063492,0.0,0.0,0.0,0.0,0.0,0.6214285714285714,0.7295652173913043,0.0,0.6972299708558853,0.0,0.0,0.6053547025943387,0.7691666666666667,0.3143873517786561,0.0,0.0,0.7261619408644581,0.7677044961141071,0.0,0.0,0.0,0.0,0.0,0.0,0.3441798941798942,0.0,0.0,0.0,0.0,0.6500657417117044,0.0,0.9614035087719298,0.0,0.0,0.5289723292640912,0.0,0.0,0.0,0.0,0.8451455342902712,0.3017543859649123,0.7049589768339768,0.0,0.0,0.0,0.9841954022988506,0.5093220292069397,0.0,0.0,0.0,0.0,0.48971343873517786,0.5372845156369184,0.0,0.0,0.0,0.35567805383022777,0.6654763580073177,0.0,0.0,0.0
